1	0.803724997
2	0.14385796
3	0.056310908
4	0.879469962
5	0.524592277
6	0.625168828
7	0.220880079
8	0.556405071
9	0.413463522
10	0.828690957
11	0.845642844
12	0.84395582
13	0.940950337
14	0.346519157
15	0.780680691
16	0.60690508
17	0.177792592
18	0.011736354
19	0.332627326
20	0.505953757
21	0.870316128
22	0.548122508
23	0.945148526
24	0.468582434
25	0.111095295
26	0.761803644
27	0.734924601
28	0.942788297
29	0.722602765
30	0.663829188
31	0.902491314
32	0.296505455
33	0.130502211
34	0.066400024
35	0.246207304
36	0.900962592
37	0.022252905
38	0.554515596
39	0.500705287
40	0.82042032
41	0.599166337
42	0.239992911
43	0.98737285
44	0.621905447
45	0.203255985
46	0.108828244
47	0.064065864
48	0.111248643
49	0.11733168
50	0.185092378
