1	0.977087097
2	0.889504724
3	0.250924032
4	0.906940144
5	0.835841405
6	0.345176883
7	0.055325491
8	0.287971682
9	0.57383266
10	0.117001283
11	0.996382574
12	0.755400664
13	0.319521762
14	0.635950977
15	0.338151842
16	0.85004793
17	0.405516195
18	0.640460168
19	0.296057966
20	0.570426286
21	0.348134395
22	0.541174983
23	0.199962455
24	0.809647469
25	0.528280201
26	0.972814045
27	0.08615082
28	0.499373621
29	0.580676869
30	0.979189843
31	0.308816553
32	0.789552688
33	0.76513316
34	0.762766697
35	0.142110217
36	0.581070169
37	0.182935274
38	0.273451734
39	0.691762668
40	0.441620666
41	0.095921959
42	0.577360483
43	0.125765015
44	0.032955525
45	0.052503149
46	0.907811628
47	0.27731072
48	0.725566809
49	0.59522919
50	0.500679431
